track_id,PC1,PC2,PC3
124481,0.28130741558101435,-0.36544579501440877,-0.3917100676069485
124877,-0.5691352789771554,-0.9588861100068804,-0.033150252243098734
124461,1.0566571773817064,-0.3778655008805412,-0.3411760730064206
124424,-0.27745919728472324,-0.7194000051534842,-0.5556329447269039
124183,-1.0870567862468452,-0.7254203694742327,-0.07492373111090211
124186,0.45826640287798415,0.4399134902862871,-0.47966225302984167
124477,0.08974132171901285,0.062195656275317125,0.2269738198444589
124176,-0.4758004590290269,-0.680687861959972,-0.7247539782020855
124479,-0.29619908864078903,0.18875113264485716,0.12360116668731516
124394,-0.034207273494114086,0.39513673409643074,-0.5330495551482248
124393,0.18100536548460044,-0.10730241388460801,-0.3617583644617202
124180,0.33241889463907986,-0.25103408097366137,0.08619218985741119
124753,0.17356100254691467,1.028618673540082,-0.04409568283935769
124184,1.1987534343072679,0.2759590679891955,-0.24987145797599328
124425,-0.3674785257829584,-0.037327389549425265,-0.31048774572468385
124484,-0.03024535332963529,-0.17505087069666442,0.16310623865826146
124480,0.4050882746957226,0.07041635151674089,-0.08015699086549988
124426,-0.5986870238957982,0.0620608358569794,-0.32097457943937
124756,0.5821445671892147,0.8192094492463264,-0.17535035917348274
124874,-0.7718038923686373,-0.671258139817647,-0.5432422048940291
124485,0.45848732119536495,0.11591332452066053,0.6502698637413334
124555,-0.10971121146993862,0.5384242964165343,-0.41492070372476436
124474,0.2585741243750849,0.1470510297805687,-0.02104668005578383
124754,0.5618415063508192,0.40579640180981064,0.1446196600988739
124996,1.1700036944724181,-0.31583074254543664,-0.1503733416975213
124201,0.6975342328222208,0.10426583123796461,-0.5048322267372004
124181,0.7272765282107965,-0.36697270991466907,-0.20424145886907905
124872,-0.7876362346802724,-0.4828107737346082,-0.48047982949408546
125156,0.4725056757533265,0.02406213492463365,-0.29725418367347933
125825,-1.6882580507121916,0.19627715638153195,-0.7820808847302548
125001,1.1983664002545475,-0.6253704907810658,0.03563556604211862
125776,0.1588601917480335,0.06028525539907719,-0.4294339584158422
125657,-1.393662112578582,-0.17474552282374395,-0.5244832482097703
125193,-0.21913357573049075,-0.21732471319512664,-0.1313397605416804
125194,-0.05136290675699254,-0.29682154119484055,-0.11917290042025089
125182,-0.46021180953218177,-0.02021409473364981,-0.10077190285522243
125190,-0.5964666054125293,0.3201169660687786,-0.41274474985672915
125432,0.09265677062506456,0.19463526840417514,-0.38051376748274834
125375,0.44571880137798253,-0.08183781294655623,0.03690397160130002
125293,0.5813814273407426,0.39774298586649404,-0.05828591343841761
125815,-2.214704993279853,0.15658775390755347,0.4135203135092621
125778,0.49345409697098885,-0.02324564304057753,-0.1907502531735256
125813,-1.675452331552656,-0.24463275395538328,0.0673892922237697
125298,-0.19136343407973547,0.3510528900788481,-0.12975392042887993
125622,-1.227861438637969,-0.3300700748639111,-0.039361120957820066
125812,-1.6843001164596183,-0.15920632274546018,-0.03559697882741133
125291,0.3838421836632415,0.451008202954746,0.005560264748384238
125814,-1.519657390668809,-0.22820161845307563,0.10808950977982909
125819,-0.6277780542048114,0.2887632778695507,-0.04186836353118197
125313,-0.6207928914960633,0.5938960071390761,-0.2877502681612955
125618,-1.3980746879287598,-0.2719605095481416,-0.02955375014294106
125617,-0.8683215345027774,0.1771151550318625,-0.20003853980069422
125189,0.14066973032706195,-0.07739222238604138,-0.07687779489253421
125821,-0.7449015262925386,0.02507536307153789,0.6619992711165363
125621,-0.49814376183182485,0.12278162607334374,0.031800461233115584
125827,-1.441913231732216,-0.031811333991928946,-0.4720066951648071
125195,-0.28303510250816466,-0.16570722671803959,-0.2523436290823021
125817,-0.9978002798994335,0.47893277634037307,-0.3374523842710486
125286,-0.13977515909274185,0.43902469790227205,0.2409333738949299
125999,0.41890142542332626,0.7854495649765865,0.326277001619106
125377,-0.3070344508311431,0.800857936365355,0.18351338917771196
125187,-0.0020146803683654324,0.10772026593335439,-0.11817141922340385
125002,0.5765362259080498,-0.10155876354289053,-0.19791327444808407
125822,-0.9975789101471951,0.01776712889275675,0.7159501383911512
125818,-0.835791451013933,0.7098022749121576,-1.019169712951982
