0	124481	Pop	[76]	[10, 76]	/124481.mp3	5	train
1	124877	Instrumental	[18]	[18, 1235]	/124877.mp3	3	val
2	124461	Rock	[31, 90]	[12, 45, 53, 90, 31]	/124461.mp3	6	val
3	124424	Folk	[103]	[17, 103]	/124424.mp3	1	train
4	124183	Instrumental	[18]	[18, 1235]	/124183.mp3	3	test
5	124186	Rock	[31]	[12, 31]	/124186.mp3	6	train
6	124477	Pop	[76]	[10, 76]	/124477.mp3	5	val
7	124176	Instrumental	[18]	[18, 1235]	/124176.mp3	3	val
8	124479	Pop	[76]	[10, 76]	/124479.mp3	5	test
9	124394	Rock	[12, 26, 98]	[26, 12, 98]	/124394.mp3	6	val
10	124393	Rock	[12, 26, 98]	[26, 12, 98]	/124393.mp3	6	val
11	124180	Instrumental	[18]	[18, 1235]	/124180.mp3	3	val
12	124753	Electronic	[183, 337, 468]	[337, 468, 15, 183]	/124753.mp3	0	train
13	124184	Rock	[31]	[12, 31]	/124184.mp3	6	train
14	124425	Folk	[103]	[17, 103]	/124425.mp3	1	train
15	124484	Pop	[76]	[10, 76]	/124484.mp3	5	val
16	124480	Pop	[76]	[10, 76]	/124480.mp3	5	train
17	124426	Folk	[103]	[17, 103]	/124426.mp3	1	train
18	124756	Electronic	[183, 337, 468]	[337, 468, 15, 183]	/124756.mp3	0	train
19	124874	Instrumental	[18]	[18, 1235]	/124874.mp3	3	val
20	124485	Pop	[76]	[10, 76]	/124485.mp3	5	train
21	124555	Electronic	[15, 236, 695]	[695, 236, 15]	/124555.mp3	0	train
22	124474	Pop	[76]	[10, 76]	/124474.mp3	5	train
23	124754	Electronic	[183, 337, 468]	[337, 468, 15, 183]	/124754.mp3	0	val
24	124996	Rock	[89, 109, 404]	[12, 109, 404, 85, 89, 25]	/124996.mp3	6	val
25	124201	Rock	[25, 85]	[25, 12, 85]	/124201.mp3	6	val
26	124181	Instrumental	[18]	[18, 1235]	/124181.mp3	3	test
27	124872	Instrumental	[18]	[18, 1235]	/124872.mp3	3	test
28	125156	Electronic	[15, 181, 296, 400, 495]	[296, 15, 400, 495, 181, 182]	/125156.mp3	0	test
29	125825	Instrumental	[18, 1235]	[18, 1235]	/125825.mp3	3	test
30	125001	Rock	[89, 109, 404]	[12, 109, 404, 85, 89, 25]	/125001.mp3	6	val
31	125776	Rock	[85, 404]	[404, 12, 85]	/125776.mp3	6	train
32	125657	Instrumental	[18, 1235]	[18, 1235]	/125657.mp3	3	val
33	125193	Folk	[17, 103]	[17, 103]	/125193.mp3	1	test
34	125194	Folk	[17, 103]	[17, 103]	/125194.mp3	1	train
35	125182	Folk	[17, 103]	[17, 103]	/125182.mp3	1	val
36	125190	Folk	[17, 103]	[17, 103]	/125190.mp3	1	test
37	125432	Rock	[12, 85]	[12, 85]	/125432.mp3	6	train
38	125375	Pop	[76]	[10, 76]	/125375.mp3	5	train
39	125293	Electronic	[182, 296]	[296, 182, 15]	/125293.mp3	0	val
40	125815	Instrumental	[18, 1235]	[18, 1235]	/125815.mp3	3	val
41	125778	Rock	[85, 404]	[404, 12, 85]	/125778.mp3	6	test
42	125813	Instrumental	[18, 1235]	[18, 1235]	/125813.mp3	3	train
43	125298	Electronic	[15, 286, 400]	[400, 182, 286, 15]	/125298.mp3	0	train
44	125622	Instrumental	[18, 1235]	[18, 1235]	/125622.mp3	3	train
45	125812	Instrumental	[18, 1235]	[18, 1235]	/125812.mp3	3	val
46	125291	Electronic	[182, 296]	[296, 182, 15]	/125291.mp3	0	val
47	125814	Instrumental	[18, 1235]	[18, 1235]	/125814.mp3	3	test
48	125819	Instrumental	[18, 1235]	[18, 1235]	/125819.mp3	3	test
49	125313	International	[2]	[2]	/125313.mp3	4	test
50	125618	Instrumental	[18, 1235]	[18, 1235]	/125618.mp3	3	train
51	125617	Instrumental	[18, 1235]	[18, 1235]	/125617.mp3	3	train
52	125189	Folk	[17, 103]	[17, 103]	/125189.mp3	1	val
53	125821	Instrumental	[18, 1235]	[18, 1235]	/125821.mp3	3	val
54	125621	Instrumental	[18, 1235]	[18, 1235]	/125621.mp3	3	val
55	125827	Instrumental	[18, 1235]	[18, 1235]	/125827.mp3	3	train
56	125195	Folk	[17, 103]	[17, 103]	/125195.mp3	1	train
57	125817	Instrumental	[18, 1235]	[18, 1235]	/125817.mp3	3	train
58	125286	Electronic	[182, 296]	[296, 182, 15]	/125286.mp3	0	test
59	125999	Electronic	[15, 181, 296, 400, 495]	[296, 15, 400, 495, 181, 182]	/125999.mp3	0	train
60	125377	Pop	[76]	[10, 76]	/125377.mp3	5	val
61	125187	Folk	[17, 103]	[17, 103]	/125187.mp3	1	train
62	125002	Rock	[89, 109, 404]	[12, 109, 404, 85, 89, 25]	/125002.mp3	6	train
63	125822	Instrumental	[18, 1235]	[18, 1235]	/125822.mp3	3	val
64	125818	Instrumental	[18, 1235]	[18, 1235]	/125818.mp3	3	val
65	125157	Electronic	[15, 181, 296, 400, 495]	[296, 15, 400, 495, 181, 182]	/125157.mp3	0	train
66	125299	Electronic	[15, 182, 296]	[296, 182, 15]	/125299.mp3	0	test
67	125314	International	[2]	[2]	/125314.mp3	4	val
68	125004	Rock	[89, 109, 404]	[12, 109, 404, 85, 89, 25]	/125004.mp3	6	train
69	125612	Instrumental	[18, 1235]	[18, 1235]	/125612.mp3	3	train
70	125826	Instrumental	[18, 1235]	[18, 1235]	/125826.mp3	3	val
71	125722	Pop	[362]	[362, 10]	/125722.mp3	5	val
72	125779	Rock	[85, 404]	[404, 12, 85]	/125779.mp3	6	train
73	125183	Folk	[17, 103]	[17, 103]	/125183.mp3	1	train
74	125186	Folk	[17, 103]	[17, 103]	/125186.mp3	1	val
75	125659	Instrumental	[18, 1235]	[18, 1235]	/125659.mp3	3	val
76	125680	Instrumental	[18, 1235]	[18, 1235]	/125680.mp3	3	train
77	125614	Instrumental	[18, 1235]	[18, 1235]	/125614.mp3	3	train
78	125820	Instrumental	[18, 1235]	[18, 1235]	/125820.mp3	3	val
79	125723	Pop	[362]	[362, 10]	/125723.mp3	5	train
80	125188	Folk	[17, 103]	[17, 103]	/125188.mp3	1	train
81	125616	Instrumental	[18, 1235]	[18, 1235]	/125616.mp3	3	train
82	125315	Electronic	[182]	[182, 15]	/125315.mp3	0	val
83	125159	Electronic	[15, 181, 296, 400, 495]	[296, 15, 400, 495, 181, 182]	/125159.mp3	0	train
84	125809	Instrumental	[18, 1235]	[18, 1235]	/125809.mp3	3	val
85	125774	Rock	[85, 404]	[404, 12, 85]	/125774.mp3	6	val
86	125161	Electronic	[15, 181, 296, 400, 495]	[296, 15, 400, 495, 181, 182]	/125161.mp3	0	test
87	125003	Rock	[89, 109, 404]	[12, 109, 404, 85, 89, 25]	/125003.mp3	6	val
88	125312	International	[2]	[2]	/125312.mp3	4	test
89	125551	Rock	[25, 26, 53]	[12, 45, 53, 25, 26]	/125551.mp3	6	val
90	125154	Electronic	[15, 181, 296, 400, 495]	[296, 15, 400, 495, 181, 182]	/125154.mp3	0	train
91	125158	Electronic	[15, 181, 296, 400, 495]	[296, 15, 400, 495, 181, 182]	/125158.mp3	0	val
92	125160	Electronic	[15, 181, 296, 400, 495]	[296, 15, 400, 495, 181, 182]	/125160.mp3	0	test
93	125777	Rock	[85, 404]	[404, 12, 85]	/125777.mp3	6	val
94	125721	Pop	[362]	[362, 10]	/125721.mp3	5	train
95	125823	Instrumental	[18, 1235]	[18, 1235]	/125823.mp3	3	test
96	125191	Folk	[17, 103]	[17, 103]	/125191.mp3	1	train
97	125289	Electronic	[42, 286, 400]	[42, 15, 400, 182, 286]	/125289.mp3	0	test
98	125287	Electronic	[296]	[296, 15]	/125287.mp3	0	val
