track_id,0,1,2
124481,11.460638,14.227987,11.411
124877,-14.021225,-12.394775,-7.204436
124461,-8.865893,7.811699,-12.172817
124424,-8.865891,7.8116984,-12.172816
124183,2.5890841,-9.652858,-5.8195086
124186,-8.3886385,20.770916,-2.285446
124477,-13.308663,1.9390604,-17.815903
124176,-13.308743,1.9389874,-17.815868
124479,9.161654,14.167373,12.394349
124394,-0.6478208,29.351952,6.984525
124393,-15.891207,-6.701422,-1.9268672
124180,12.483645,-4.005501,27.255812
124753,12.483645,-4.005501,27.255812
124184,2.585398,18.407074,12.581416
124425,10.084219,-1.7502145,-14.22927
124484,10.313592,17.240692,11.424214
124480,10.313592,17.240692,11.424214
124426,8.815987,-8.148256,-15.8024235
124756,-0.55574495,4.507579,13.990389
124874,4.226763,6.1058283,22.981476
124485,4.226763,6.1058283,22.981476
124555,10.832933,15.343937,11.70661
124474,10.832933,15.343937,11.70661
124754,-4.068749,19.096077,7.876958
124996,-4.0693,19.096262,7.876535
124201,-18.87653,4.854761,-0.9375434
124181,-18.876656,4.8550076,-0.9375976
124872,-11.567789,4.3289137,7.182727
125156,-11.567796,4.3289213,7.18275
125825,3.2310984,18.881413,7.9310513
125001,3.2310984,18.881413,7.9310513
125776,-0.37498298,4.1049447,-25.004206
125657,-0.37494934,4.104914,-25.004196
125193,8.075384,6.5842733,-11.892123
125194,8.582614,9.921032,-10.8855
125182,10.88362,0.36735794,-14.797292
125190,-6.780726,19.214693,2.3958347
125432,-6.780726,19.214693,2.3958347
125375,5.9107747,-2.6275094,28.18723
125293,5.9107747,-2.6275094,28.18723
125815,1.5253854,21.007565,5.991345
125778,1.5253059,21.007471,5.991323
125813,-14.718944,-20.860779,-8.2675085
125298,-14.172826,-8.6181,-15.665562
125622,-14.172826,-8.6181,-15.665562
125812,3.7797034,1.0563415,27.688734
125291,3.7797034,1.0563415,27.688734
125814,-14.29057,-1.1949325,-20.920095
125819,-14.29057,-1.1949325,-20.920095
125313,-16.641323,-13.029672,-12.73948
125618,-16.641323,-13.029672,-12.73948
125617,9.069013,10.425685,-7.3805323
125189,9.069081,10.425674,-7.3805575
125821,-8.008256,-8.397111,-22.047756
125621,-8.008257,-8.397111,-22.047758
125827,-13.23761,1.5707725,-21.53076
125195,7.0051193,9.42569,-11.381539
125817,-13.310902,-1.9867923,-20.588829
125286,-5.81587,-12.980262,22.780624
125999,-5.81587,-12.980262,22.780624
125377,-19.78494,1.0218635,3.4043443
125187,2.530098,24.785473,12.540579
125002,2.530098,24.785473,12.540579
125822,-15.37627,-17.484932,-4.2618027
125818,-15.376251,-17.484943,-4.2618084
125157,-4.5250587,11.817539,11.3536625
125299,6.2532086,-0.35142845,26.606888
125314,-0.7103679,29.90003,8.095817
125004,-0.71031576,29.900019,8.095864
125612,-5.0394444,2.6643772,-20.904945
125826,-5.0394444,2.6643772,-20.904945
125722,8.605008,15.163098,-4.9183726
125779,1.4408746,27.25916,5.659318
125183,13.289804,2.4102771,-15.504334
125186,-8.177872,-9.5233345,-19.980968
125659,-8.177872,-9.5233345,-19.980968
125680,-16.9279,-13.480343,-18.170668
125614,-16.9279,-13.480343,-18.170668
125820,16.053455,4.2072167,-5.091501
125723,16.05345,4.2075443,-5.0914664
125188,11.576767,4.941022,-9.860556
125616,-5.454388,-1.7760688,-13.1040945
125315,5.7942796,-0.48477304,25.195143
125159,-15.6258135,-16.63007,-11.330851
125809,-15.625813,-16.629932,-11.330701
125774,2.874753,23.01896,8.04619
125161,-4.527483,19.01124,8.1330185
125003,-4.5274177,19.011206,8.132994
125312,-4.6323915,27.569372,7.7596674
125551,-4.6323543,27.569347,7.7595987
125154,-1.5954953,3.633541,19.22192
125158,-1.5955927,3.6335192,19.221859
125160,3.968591,28.32004,4.3726964
125777,3.9685907,28.32004,4.372696
125721,-14.624873,4.5733156,-17.818773
125823,-14.62445,4.5731125,-17.818699
125191,15.761032,2.0123415,-13.440999
125289,-4.141303,-0.53048825,15.957432
125287,4.3533926,0.2921873,25.53371
125816,1.1317768,3.357144,-0.7410782
125196,1.1317768,3.357144,-0.7410782
125824,13.859406,0.91731024,-13.444712
125192,13.859407,0.91731024,-13.444711
125681,-11.6822195,-9.499083,-20.113634
125620,-3.2316723,-10.160289,16.766712
125288,-3.2316432,-10.160302,16.766638
125185,11.41767,3.985737,-10.65192
148519,11.41767,3.9857402,-10.651866
148231,-6.3815055,-0.014347414,-23.494617
148605,-6.3815703,-0.014335265,-23.49463
148516,1.4852741,15.248474,-7.968505
148604,-6.630384,9.719777,3.5919318
148439,-6.6303797,9.719767,3.591925
148610,-13.6347275,0.008299433,4.030451
148290,-13.634729,0.00829977,4.0304527
148186,-0.6411795,8.605397,3.0539284
148121,-0.6411442,8.605749,3.0539563
148120,-8.828895,6.617784,-17.59351
148124,-8.828897,6.6177707,-17.593575
148028,15.306128,-10.708731,15.527431
148216,1.1055728,0.23076561,-19.224068
148002,6.6607313,-2.3901212,-2.0005558
148114,6.6607313,-2.3901212,-2.0005558
148429,4.8773856,1.6766838,-19.327005
148603,4.877349,1.6765202,-19.326832
148514,7.705257,-2.0978067,1.7009774
148586,7.705257,-2.0978067,1.7009774
148286,11.706017,5.6646566,-9.977888
148585,11.706017,5.6646566,-9.977888
148609,0.078738265,13.98877,-0.014762773
148289,-14.890373,3.6777897,-3.6585908
148517,2.0953467,11.090773,-0.026594006
148510,2.0953631,11.090758,-0.026613528
148213,-10.322208,10.034071,-2.7931397
148287,-10.322506,10.034119,-2.7934604
148537,-8.8925085,9.519607,6.6149807
148608,6.3820868,11.937199,1.1383482
148607,3.3922198,11.432917,0.6256375
148208,9.700982,-6.871687,-3.7645676
148430,9.700983,-6.871688,-3.7645707
148444,-12.483896,13.986235,0.5189632
148234,0.92576015,-8.492787,-18.050056
148112,0.4368612,-17.556229,19.434893
148070,0.4368612,-17.556229,19.434893
148032,7.4426646,12.334721,-8.80367
148513,7.442591,12.334796,-8.803766
148078,5.8799896,27.584076,9.763106
148536,5.8799896,27.584076,9.763106
148218,-6.3212237,5.097468,13.546158
148131,-6.3212237,5.097468,13.546158
148214,3.256991,7.1130266,-12.934612
148606,8.125903,8.42144,-8.497873
148217,-3.002041,2.0684104,-18.63403
148288,-12.43037,9.08656,-10.306938
148130,13.393751,-8.177414,2.9972377
148066,13.39379,-8.177175,2.997186
148535,13.4455,-5.7326665,-12.256579
148190,5.5440516,9.263428,-9.377864
148074,-1.9509705,-17.01957,15.313987
148584,2.6229508,-1.4141767,5.094857
148132,2.6229508,-1.4141767,5.094857
148532,-11.946688,3.2208905,-17.344118
148602,-11.946782,3.2204113,-17.344131
148235,5.139952,-5.557938,-16.118721
148187,1.6342831,-3.859174,-17.565414
148076,-4.5077815,-13.2738695,-1.7788994
148773,-4.5077815,-13.2738695,-1.7788994
148518,12.420271,0.61970603,-2.075656
148212,13.017858,-0.045162804,-19.109743
148077,5.928288,-9.416195,-0.31376866
148613,-3.4189806,17.340631,1.0898776
148611,-2.2400987,-3.3269718,-1.4777471
148211,-2.240176,-3.3264859,-1.4776081
148133,2.5615044,-1.3779105,5.2179985
148113,6.7017345,-2.3459675,-2.015592
148075,-1.7576746,3.6867456,18.303085
148443,-1.7572788,3.6870143,18.303019
148612,5.315467,6.819068,-14.9236965
148210,5.3153706,6.819204,-14.924001
148079,-0.96317816,-3.3607695,15.184016
148441,-0.96317816,-3.3607693,15.184016
